Time,LEPDiameter,REPDiameter,Fixation
1616035913198, 4.16925,3.659058,Obstacle1
1616035913214, 4.079834,3.762924,Obstacle1
1616035913229, 3.981918,3.520126,Obstacle1
1616035913244, 3.934906,3.573364,Obstacle1
1616035913258, 3.848175,3.508774,Obstacle1
1616035913273, 3.752045,3.380081,Obstacle1
1616035913288, 3.733139,3.296616,Obstacle1
1616035913303, 3.565552,3.31041,Obstacle1
1616035913318, 3.599823,3.215485,Obstacle1
1616035913333, 3.552322,3.098083,Obstacle1
1616035913348, 3.529175,3.131546,Obstacle1
1616035913363, 3.496002,3.159973,Obstacle1
1616035913381, 3.479889,3.070175,Obstacle1
1616035913396, 3.41774,3.126877,Obstacle1
1616035913410, 3.341385,3.036743,Obstacle1
1616035913425, 3.204163,3.187592,Obstacle1
1616035913442, 3.326782,2.967346,Obstacle1
1616035913464, 3.312027,2.664642,Obstacle1
1616035913479, 3.323318,2.729706,Obstacle1
1616035913494, 3.111328,2.836578,Obstacle1
1616035913509, 3.021057,2.853104,Obstacle1
1616035913523, -1,-1,NULL
1616035913538, -1,-1,NULL
1616035913553, -1,-1,NULL
1616035913568, -1,-1,NULL
1616035913587, -1,-1,NULL
1616035913603, -1,-1,NULL
1616035913618, -1,-1,NULL
1616035913632, -1,-1,NULL
1616035913647, -1,-1,NULL
1616035913664, -1,-1,NULL
1616035913686, -1,-1,NULL
1616035913709, -1,-1,NULL
1616035913731, 2.843246,2.643509,NULL
1616035913754, 2.851517,2.621399,NULL
1616035913777, 2.951843,2.53688,NULL
1616035913802, 2.800262,2.698151,NULL
1616035913820, 2.81459,2.741547,NULL
1616035913842, 2.998276,2.616959,NULL
1616035913864, 2.929291,2.647919,NULL
1616035913886, 2.844116,2.766602,NULL
1616035913909, -1,-1,NULL
1616035913931, -1,-1,NULL
1616035913954, -1,-1,NULL
1616035913975, -1,-1,NULL
1616035913997, -1,-1,NULL
1616035914024, -1,-1,NULL
1616035914042, -1,-1,NULL
1616035914065, -1,-1,NULL
1616035914086, -1,-1,NULL
1616035914109, -1,-1,NULL
1616035914131, -1,-1,NULL
1616035914153, -1,-1,NULL
1616035914167, -1,-1,NULL
1616035914181, -1,-1,NULL
1616035914195, -1,-1,NULL
1616035914209, -1,-1,NULL
1616035914227, -1,-1,NULL
1616035914242, -1,-1,NULL
1616035914256, -1,-1,NULL
1616035914271, -1,-1,NULL
1616035914286, -1,-1,NULL
1616035914301, -1,-1,NULL
1616035914316, -1,-1,NULL
1616035914331, -1,-1,NULL
1616035914346, -1,-1,NULL
1616035914360, -1,-1,NULL
1616035914375, -1,-1,NULL
1616035914392, -1,-1,NULL
1616035914407, -1,-1,NULL
1616035914429, -1,-1,NULL
1616035914447, -1,-1,NULL
1616035914462, -1,-1,NULL
1616035914477, -1,-1,NULL
1616035914491, -1,-1,NULL
1616035914506, -1,-1,NULL
1616035914521, -1,-1,NULL
1616035914536, -1,-1,NULL
1616035914551, -1,-1,NULL
1616035914565, -1,-1,NULL
1616035914586, -1,-1,NULL
1616035914608, -1,-1,NULL
1616035914630, -1,-1,NULL
1616035914656, -1,-1,NULL
1616035914675, -1,-1,NULL
1616035914697, -1,-1,NULL
1616035914720, -1,-1,NULL
1616035914742, -1,-1,NULL
1616035914764, -1,-1,NULL
1616035914786, -1,-1,NULL
1616035914808, -1,-1,NULL
1616035914830, -1,-1,NULL
1616035914853, -1,-1,NULL
1616035914879, -1,-1,NULL
1616035914897, -1,-1,NULL
1616035914919, -1,-1,NULL
1616035914941, -1,-1,NULL
1616035914963, -1,-1,NULL
1616035914986, -1,-1,NULL
1616035915008, -1,-1,NULL
1616035915022, -1,-1,NULL
1616035915037, -1,-1,NULL
1616035915051, -1,-1,NULL
1616035915074, -1,-1,NULL
1616035915093, -1,-1,NULL
1616035915108, -1,-1,NULL
1616035915122, -1,-1,NULL
1616035915137, -1,-1,NULL
1616035915151, -1,-1,NULL
1616035915167, -1,-1,NULL
1616035915182, -1,-1,NULL
1616035915197, -1,-1,NULL
1616035915211, -1,-1,NULL
1616035915227, -1,-1,NULL
1616035915241, -1,-1,NULL
1616035915256, -1,-1,NULL
1616035915271, -1,-1,NULL
1616035915287, -1,-1,NULL
1616035915305, -1,-1,NULL
1616035915321, -1,-1,NULL
1616035915346, -1,-1,NULL
1616035915361, -1,-1,NULL
1616035915377, -1,-1,NULL
1616035915392, -1,-1,NULL
1616035915407, -1,-1,NULL
1616035915421, -1,-1,NULL
1616035915441, -1,-1,NULL
1616035915464, -1,-1,NULL
1616035915485, -1,-1,NULL
1616035915508, -1,-1,NULL
1616035915534, -1,-1,NULL
1616035915552, -1,-1,NULL
1616035915574, -1,-1,NULL
1616035915597, -1,-1,NULL
1616035915619, -1,-1,NULL
1616035915641, -1,-1,NULL
1616035915663, -1,-1,NULL
1616035915686, -1,-1,NULL
1616035915708, -1,-1,NULL
1616035915733, -1,-1,NULL
1616035915752, -1,-1,NULL
1616035915775, -1,-1,NULL
1616035915796, -1,-1,NULL
1616035915819, -1,-1,NULL
1616035915842, -1,-1,NULL
1616035915863, -1,-1,NULL
1616035915886, -1,-1,NULL
1616035915907, -1,-1,NULL
1616035915922, -1,-1,NULL
1616035915939, -1,-1,NULL
1616035915954, -1,-1,NULL
1616035915970, -1,-1,NULL
1616035915994, -1,-1,NULL
1616035916009, -1,-1,NULL
1616035916024, -1,-1,NULL
1616035916038, -1,-1,NULL
1616035916053, -1,-1,NULL
1616035916069, -1,-1,NULL
1616035916084, -1,-1,NULL
1616035916099, -1,-1,NULL
1616035916114, -1,-1,NULL
1616035916129, -1,-1,NULL
1616035916148, -1,-1,NULL
1616035916163, -1,-1,NULL
1616035916178, -1,-1,NULL
1616035916193, -1,-1,NULL
1616035916208, -1,-1,NULL
1616035916223, -1,-1,NULL
1616035916245, -1,-1,NULL
1616035916260, -1,-1,NULL
1616035916275, -1,-1,NULL
1616035916290, -1,-1,NULL
1616035916305, -1,-1,NULL
1616035916321, -1,-1,NULL
1616035916336, -1,-1,NULL
1616035916354, -1,-1,NULL
1616035916369, -1,-1,NULL
1616035916384, -1,-1,NULL
1616035916407, -1,-1,NULL
1616035916430, -1,-1,NULL
1616035916452, -1,-1,NULL
1616035916474, -1,-1,NULL
1616035916496, 4.305969,4.104492,Obstacle1
1616035916518, 4.36026,3.989807,NULL
1616035916541, 4.259857,4.026932,NULL
1616035916569, 4.118164,3.902954,NULL
1616035916585, 4.177628,3.8461,NULL
1616035916607, 4.060577,3.840424,Obstacle1
1616035916631, 4.261963,4.101181,Obstacle1
1616035916652, 4.113113,4.029648,Obstacle1
1616035916674, 3.983612,3.878494,Obstacle1
1616035916696, 4.006943,3.918747,Obstacle1
1616035916718, 3.957901,3.761307,Obstacle1
1616035916740, 3.851837,3.584793,Obstacle1
1616035916763, 3.703445,3.885818,Obstacle1
1616035916789, 3.6604,3.624863,Obstacle1
1616035916807, 3.577667,3.413651,Obstacle1
1616035916822, 3.555237,3.329712,Obstacle1
1616035916837, 3.541046,3.341599,Obstacle1
1616035916852, 3.499146,3.194931,Obstacle1
1616035916878, 3.450577,3.17717,Obstacle1
1616035916893, 3.344406,3.188034,Obstacle1
1616035916908, 3.326492,3.115097,Obstacle1
1616035916923, 3.377014,3.149628,Obstacle1
1616035916938, 3.301117,3.040161,Obstacle1
1616035916953, 3.298843,3.050171,Obstacle1
1616035916968, 3.208633,2.972168,Obstacle1
1616035916987, 3.11972,2.846848,Obstacle1
1616035917002, 3.299667,2.956299,Obstacle1
1616035917017, 3.155273,2.808777,Obstacle1
1616035917032, 3.143814,2.865219,Obstacle1
1616035917047, 3.164612,2.800674,Obstacle1
1616035917062, 3.223999,2.829315,Obstacle1
1616035917077, 3.021103,2.875824,Obstacle1
1616035917092, 2.968262,2.915054,Obstacle1
1616035917107, 2.896225,2.953217,Obstacle1
1616035917129, 3.024384,2.925797,Obstacle1
1616035917144, 3.020523,2.866745,Obstacle1
1616035917159, 3.040619,2.765945,Obstacle1
1616035917174, 2.992584,2.780411,Obstacle1
1616035917192, 3.025955,2.783279,Obstacle1
1616035917207, 3.016312,2.762222,Obstacle1
1616035917222, 2.933182,2.719223,Obstacle1
1616035917237, 2.980743,2.86438,Obstacle1
1616035917252, 2.831467,2.785339,Obstacle1
1616035917274, 2.911194,2.747833,Obstacle1
1616035917296, 2.974823,2.692963,Obstacle1
1616035917318, 2.882141,2.692001,Obstacle1
1616035917340, 2.973083,2.780533,Obstacle1
1616035917362, 3.040909,2.773529,Obstacle1
1616035917385, 2.952927,2.879089,Obstacle1
1616035917410, 3.026825,2.746353,Obstacle1
1616035917430, 3.009232,2.775864,Obstacle1
1616035917451, 2.855957,2.812622,NULL
1616035917474, 2.924637,2.980942,NULL
1616035917496, 3.000793,2.941605,Obstacle1
1616035917519, -1,-1,NULL
1616035917540, -1,-1,NULL
1616035917562, -1,-1,NULL
1616035917585, -1,-1,NULL
1616035917607, -1,-1,NULL
1616035917632, -1,-1,NULL
1616035917652, -1,-1,NULL
1616035917673, -1,-1,NULL
1616035917688, -1,-1,NULL
1616035917710, -1,-1,NULL
1616035917725, -1,-1,NULL
1616035917740, -1,-1,NULL
1616035917754, -1,-1,NULL
1616035917769, -1,-1,NULL
1616035917784, -1,-1,NULL
1616035917799, -1,-1,NULL
1616035917815, -1,-1,NULL
1616035917833, -1,-1,NULL
1616035917849, -1,-1,NULL
1616035917864, -1,-1,NULL
1616035917879, -1,-1,NULL
1616035917894, -1,-1,NULL
1616035917908, -1,-1,NULL
1616035917923, -1,-1,NULL
1616035917945, -1,-1,NULL
1616035917960, -1,-1,NULL
1616035917975, -1,-1,NULL
1616035917990, -1,-1,NULL
1616035918006, -1,-1,NULL
1616035918022, -1,-1,NULL
1616035918041, -1,-1,NULL
1616035918056, -1,-1,NULL
1616035918071, -1,-1,NULL
1616035918086, -1,-1,NULL
1616035918106, -1,-1,NULL
1616035918122, -1,-1,NULL
1616035918137, -1,-1,NULL
1616035918151, -1,-1,NULL
1616035918173, -1,-1,NULL
1616035918195, -1,-1,NULL
1616035918218, -1,-1,NULL
1616035918240, -1,-1,NULL
1616035918265, -1,-1,NULL
1616035918284, -1,-1,NULL
1616035918307, -1,-1,NULL
1616035918329, -1,-1,NULL
1616035918351, -1,-1,NULL
1616035918374, -1,-1,NULL
1616035918395, -1,-1,NULL
1616035918418, -1,-1,NULL
1616035918440, -1,-1,NULL
1616035918466, -1,-1,NULL
1616035918484, -1,-1,NULL
1616035918506, -1,-1,NULL
1616035918529, -1,-1,NULL
1616035918551, -1,-1,NULL
1616035918573, -1,-1,NULL
1616035918588, -1,-1,NULL
1616035918603, -1,-1,NULL
1616035918619, -1,-1,NULL
1616035918635, -1,-1,NULL
1616035918651, -1,-1,NULL
1616035918673, -1,-1,NULL
1616035918691, -1,-1,NULL
1616035918706, -1,-1,NULL
1616035918721, -1,-1,NULL
1616035918738, -1,-1,NULL
1616035918754, -1,-1,NULL
1616035918777, -1,-1,NULL
1616035918792, -1,-1,NULL
1616035918807, -1,-1,NULL
1616035918821, -1,-1,NULL
1616035918836, -1,-1,NULL
1616035918853, -1,-1,NULL
1616035918872, -1,-1,NULL
1616035918887, -1,-1,NULL
1616035918902, -1,-1,NULL
1616035918917, -1,-1,NULL
1616035918932, -1,-1,NULL
1616035918947, -1,-1,NULL
1616035918963, -1,-1,NULL
1616035918979, -1,-1,NULL
1616035919002, -1,-1,NULL
1616035919017, -1,-1,NULL
1616035919032, -1,-1,NULL
1616035919046, -1,-1,NULL
1616035919060, -1,-1,NULL
1616035919078, -1,-1,NULL
1616035919094, -1,-1,NULL
1616035919128, -1,-1,NULL
1616035919163, -1,-1,NULL
1616035919196, -1,-1,NULL
1616035919229, -1,-1,NULL
1616035919262, -1,-1,NULL
1616035919299, -1,-1,NULL
1616035919329, -1,-1,NULL
1616035919362, -1,-1,NULL
1616035919396, -1,-1,NULL
1616035919429, -1,-1,NULL
1616035919462, -1,-1,NULL
1616035919496, -1,-1,NULL
1616035919533, -1,-1,NULL
1616035919562, -1,-1,NULL
1616035919595, -1,-1,NULL
1616035919629, -1,-1,NULL
1616035919666, -1,-1,NULL

